is_control,user_id,premium_signup_date,premium_cancellation_date
true,2905939,2020-01-18 22:52:19,
true,2847914,2020-01-13 22:07:30,
true,2923529,,
false,2898807,,
true,2871166,2020-01-16 00:06:51,
true,2828297,,
true,2802903,,
true,2903702,2020-01-18 18:34:05,
true,2867228,2020-01-15 15:52:57,2020-02-02 02:45:05
true,2872359,,
true,2806209,,
true,2779184,,
true,2885465,2020-01-17 00:06:11,
true,2796688,,
true,2829513,,
true,2902344,2020-01-18 16:32:09,2020-01-18 18:32:56
true,2901404,,
true,2857972,,
true,2884944,,
true,2901754,2020-01-18 14:38:10,
true,2867448,,
true,2791455,,
true,2885195,2020-01-16 23:29:18,2020-02-20 11:46:54
true,2796024,2020-01-10 04:28:09,
true,2900717,,
true,2900088,,
true,2919409,,
true,2805341,2020-01-10 20:45:25,
true,2838485,,
true,2855831,,
true,2821358,,
true,2801289,,
true,2882939,,
true,2930065,,
true,2829695,,
true,2860558,,
true,2869452,,
false,2924120,,
true,2922584,,
true,2814080,2020-01-11 14:59:58,
true,2832093,2020-01-12 19:53:50,
true,2832424,2020-01-23 17:41:07,
true,2924518,2020-01-20 16:19:16,
true,2798862,,
false,2924284,,
true,2900603,,
true,2811206,2020-01-11 05:15:28,
true,2802496,,
true,2837373,,
true,2923806,2020-01-20 15:26:37,2020-01-31 11:17:21
true,2774250,,
true,2912560,2020-01-19 17:45:58,2020-01-23 08:00:59
true,2774564,,
true,2912348,,
true,2900239,2020-01-18 08:38:04,
true,2791539,,
true,2838819,,
false,2930362,2020-01-23 22:20:57,2020-02-25 01:22:34
true,2912833,,
true,2909526,2020-01-19 08:18:48,
true,2826129,2020-01-12 13:01:17,
true,2798162,2020-01-10 10:18:05,
true,2920953,2020-01-20 07:04:42,
true,2928566,,
true,2858896,,
true,2877383,,
true,2873876,,
true,2899393,2020-01-18 04:17:48,
true,2813525,2020-01-11 13:52:56,
true,2872466,2020-01-15 23:37:52,
true,2882028,,
true,2790518,,
true,2786842,,
true,2900788,,
true,2818939,2020-01-11 21:40:52,
true,2866169,,
true,2874116,,
true,2928581,2020-01-20 21:43:03,
true,2910763,2020-01-19 14:24:45,
true,2802032,2020-01-10 17:11:11,2020-01-16 01:09:54
true,2819908,,
true,2868461,,
true,2861914,2020-01-23 22:43:07,
true,2832583,,
true,2854549,,
true,2832940,2020-01-12 20:57:40,
true,2832783,,
true,2899042,,
true,2867241,,
true,2807695,2020-01-11 00:00:37,
true,2842994,,
true,2905836,2020-01-18 22:13:29,2020-01-24 03:35:00
true,2791925,2020-01-09 23:55:28,
true,2885971,,
true,2925494,2020-01-20 17:40:20,2020-01-24 01:51:18
false,2850011,2020-01-14 08:09:17,
true,2788362,2020-01-09 20:15:11,2020-01-15 08:13:54
true,2808112,,
false,2931055,2020-01-21 00:41:37,2020-01-21 01:07:17
true,2812730,,
true,2798434,,
true,2885277,2020-01-16 23:39:20,2020-01-30 22:46:46
true,2900110,,
true,2921703,2020-01-20 10:19:47,
true,2926276,2020-01-21 14:59:15,
true,2870642,,
true,2854183,,
true,2916794,,
true,2875009,,
true,2807102,,
true,2886232,2020-01-17 00:59:03,
true,2807074,,
true,2849175,,
true,2909811,,
true,2821309,2020-01-12 01:13:21,
true,2894775,,
true,2882852,2020-01-16 19:56:56,2020-02-10 19:11:54
true,2887882,2020-01-17 03:38:05,2020-01-17 22:26:30
true,2856650,,
true,2866170,,
true,2831865,2020-01-12 19:53:40,
true,2846385,,
false,2805407,2020-01-10 20:49:43,2020-02-17 20:49:53
true,2843853,,
true,2884244,2020-01-16 21:55:12,
true,2857745,,
true,2797716,,
true,2921853,,
true,2836497,,
true,2796607,,
true,2877696,,
true,2810961,,
true,2803831,,
true,2928665,,
true,2795120,,
true,2800592,2020-01-10 15:17:19,2020-01-21 18:28:55
true,2919532,2020-01-20 03:53:30,
true,2876358,,
true,2889311,,
true,2814840,,
true,2886131,,
true,2887133,2020-01-17 02:24:53,
true,2848359,,
true,2874806,,
true,2920185,,
true,2766321,2020-01-12 01:37:10,
true,2818852,,
true,2902254,2020-01-18 21:53:21,2020-01-19 23:46:05
true,2894686,2020-01-17 18:07:47,
true,2893289,,
true,2870103,,
true,2902984,2020-01-18 16:54:57,2020-01-22 08:38:30
false,2789149,2020-01-09 20:53:36,
true,2808040,2020-01-11 00:35:34,
true,2892900,2020-01-17 15:55:45,
true,2924840,2020-01-20 16:47:08,
true,2807024,2020-01-10 23:11:57,
true,2850000,,
true,2787239,,
true,2927711,2020-01-20 21:12:09,
true,2880683,,
true,2891101,2020-01-17 13:52:45,
true,2799640,,
true,2827554,,
true,2870204,2020-01-15 20:23:26,2020-02-18 15:07:10
true,2802103,,
true,2845099,,
true,2919280,,
true,2909970,2020-01-19 11:58:05,
true,2879055,2020-01-16 13:45:56,
true,2854859,,
true,2855940,2020-01-14 17:07:17,
false,2790175,2020-01-09 21:52:50,
true,2835508,2020-01-13 00:09:11,
false,2830757,,
true,2924750,,
true,2837794,,
true,2829405,2020-01-12 17:00:26,
true,2902284,2020-01-18 15:40:07,
true,2791166,2020-01-09 23:02:49,
true,2929316,,
true,2889854,,
true,2796028,,
true,2844169,2020-01-13 16:50:00,
true,2810648,,
true,2893340,,
true,2905124,2020-01-18 20:48:20,2020-01-18 21:00:10
true,2796282,,
true,2822169,2020-01-12 02:26:51,
true,2847912,2020-01-13 22:08:13,2020-01-20 22:51:08
true,2809582,2020-01-11 02:47:51,
true,2903368,,
true,2911150,,
true,2886236,,
true,2891044,,
true,2858529,2020-01-14 21:08:25,2020-02-19 12:33:11
true,2821824,2020-01-12 01:55:54,
true,2787673,2020-01-09 19:07:36,
false,2903874,,
true,2827989,2020-01-12 15:33:18,
true,2890187,,
true,2898251,,
true,2875775,,
false,2865052,,
true,2888406,,
true,2881818,,
true,2904658,,
true,2862825,2020-01-22 18:08:56,
false,2781999,,
true,2888074,,
true,2925340,,
true,2831040,,
false,2812774,,
true,2885600,,
true,2836562,,
true,2877801,,
true,2908915,2020-01-19 05:22:59,
false,2827406,2020-01-12 15:09:54,
true,2899064,,
true,2864781,2020-01-15 08:50:47,
false,2902907,2020-01-18 16:48:27,
true,2897477,,
true,2852966,2020-01-14 09:58:02,
true,2873995,,
true,2791432,,
true,2873520,2020-01-16 02:04:54,2020-02-07 16:46:20
true,2928029,,
true,2879693,,
true,2832506,2020-01-12 20:25:20,2020-02-18 16:17:09
true,2830673,,
true,2902187,2020-01-18 15:29:00,2020-02-20 12:49:39
true,2897339,2020-01-17 22:27:00,
true,2883332,,
true,2848003,2020-01-13 22:21:03,2020-02-07 23:14:13
true,2816835,,
true,2834930,,
true,2848371,,
true,2809279,,
true,2811520,,
true,2839589,,
true,2791545,,
true,2841305,,
true,2894934,,
true,2910104,2020-01-19 12:39:39,2020-01-27 18:59:57
true,2837824,2020-01-13 02:45:09,
true,2825754,2020-01-12 11:37:33,
true,2890345,2020-01-17 11:54:31,2020-01-17 12:01:18
true,2922906,,
true,2916178,,
true,2892496,2020-01-17 15:53:07,2020-02-07 01:24:58
true,2901800,,
true,2821261,2020-01-12 01:15:51,
true,2836594,,
true,2838202,,
true,2902669,,
true,2828592,,
true,2877282,,
true,2779888,,
true,2758054,,
false,2926103,,
true,2827239,,
true,2866919,,
true,2811213,,
true,2870058,2020-01-15 20:05:53,
true,2926670,,
false,2918997,2020-01-20 03:07:00,
true,2867815,,
true,2890033,,
true,2907215,,
true,2878912,,
true,2796174,2020-01-10 04:36:55,
true,2768098,,
true,2818923,,
true,2804502,2020-01-10 19:44:53,
true,2802541,,
true,2896019,,
true,2926069,2020-01-20 18:43:27,
true,2812608,,
true,2897757,,
true,2891340,,
true,2880620,2020-01-16 16:11:43,
false,2858192,2020-01-14 20:30:21,2020-01-23 18:51:40
true,2832995,2020-01-12 21:10:31,
false,2846607,2020-01-14 08:18:11,2020-01-20 16:03:21
true,2914475,2020-01-19 20:30:12,
true,2911246,,
true,2912753,2020-01-19 17:58:03,2020-01-19 22:03:18
true,2926653,,
true,2920171,,
true,2859043,2020-01-14 21:59:49,2020-02-21 17:58:41
true,2923702,,
false,2817437,,
true,2900046,,
true,2797911,,
true,2874698,2020-01-16 02:40:11,
true,2912027,,
true,2843543,,
true,2824671,,
true,2781741,2020-01-09 12:41:53,
false,2884889,,
true,2808686,2020-01-11 01:28:37,
true,2809583,,
true,2910627,,
true,2870113,,
true,2898095,2020-01-18 16:41:45,
false,2929842,2020-01-20 23:14:37,
true,2835456,2020-01-19 17:34:46,2020-02-24 07:12:09
true,2905551,2020-01-18 21:41:37,2020-01-19 08:45:18
true,2824594,2020-01-12 06:04:46,
true,2915514,,
true,2857035,,
true,2847499,2020-01-13 21:26:15,
true,2913944,,
true,2876608,,
true,2803678,,
true,2913770,,
false,2814779,,
true,2876503,,
true,2861176,,
true,2841023,,
true,2846450,,
true,2912665,,
true,2816650,,
true,2803473,,
true,2834756,,
true,2903891,2020-01-18 18:26:41,
true,2886104,,
false,2803637,,
false,2812734,2020-01-11 11:25:15,2020-01-15 22:42:52
true,2863564,,
true,2828182,,
true,2878199,,
false,2927538,,
true,2839028,,
true,2899211,,
true,2875072,,
true,2849848,,
true,2860177,,
false,2861434,2020-01-15 01:45:01,
true,2804398,,
true,2809233,,
true,2922651,,
true,2901785,,
true,2915021,2020-01-19 21:27:34,
true,2848747,,
true,2818017,,
true,2879819,2020-01-16 15:03:12,
true,2909007,,
true,2902841,,
true,2849480,,
true,2807242,,
true,2801212,,
true,2920883,,
true,2912652,,
true,2812395,,
true,2843428,,
true,2801931,2020-01-18 00:36:04,
true,2786773,2020-01-09 18:14:52,2020-01-09 18:27:33
true,2813492,2020-01-11 13:48:46,
true,2878741,2020-01-16 13:01:15,
true,2865203,2020-01-15 11:24:10,
true,2913277,,
true,2928983,2020-01-20 22:17:55,
true,2822708,,
true,2912856,,
true,2901009,,
true,2879148,,
true,2916086,,
true,2792808,2020-01-10 01:17:32,
true,2809546,,
true,2927852,,
true,2832273,,
true,2848727,,
true,2909209,,
true,2816952,,
true,2843167,,
true,2823315,2020-01-12 03:52:37,2020-01-21 19:34:50
true,2780554,,
true,2898145,2020-01-18 00:38:02,
true,2929364,,
true,2863840,,
true,2838421,,
true,2912571,,
true,2843938,,
true,2841403,2020-01-13 11:25:55,2020-01-13 11:28:29
true,2871828,,
true,2829738,,
true,2789800,,
true,2868666,2020-01-15 18:02:53,
true,2904361,,
true,2917111,,
true,2825533,,
true,2874041,,
true,2843818,2020-01-28 17:09:52,
true,2819307,,
true,2887217,,
true,2928370,,
true,2884235,,
true,2790374,,
true,2828707,,
true,2787874,,
true,2799230,,
true,2904380,2020-01-18 19:28:01,
true,2871383,,
true,2882404,,
true,2786627,,
true,2917812,2020-01-20 01:43:23,
true,2848955,,
true,2803120,2020-01-10 18:19:07,
true,2874834,,
true,2829207,,
false,2791609,,
true,2863375,2020-01-15 04:49:07,
true,2920250,,
true,2837953,2020-01-13 02:53:14,2020-01-26 13:03:05
true,2885095,2020-01-16 23:30:20,
true,2781619,2020-01-10 11:22:03,2020-01-31 12:01:48
true,2825294,2020-01-12 08:39:32,
true,2888548,,
true,2883196,,
true,2886357,2020-01-17 01:11:27,
true,2809352,2020-01-13 22:56:56,
false,2761597,,
true,2928411,2020-01-20 21:40:14,
false,2839495,,
true,2777715,,
true,2797265,2020-01-11 04:02:22,
true,2878143,2020-01-19 20:54:36,
true,2852142,,
true,2912883,,
true,2816209,,
true,2905454,,
true,2879923,,
true,2821861,,
true,2811055,2020-01-11 04:55:21,2020-01-14 23:43:52
true,2810821,,
true,2793989,2020-01-10 02:12:14,
false,2789212,,
true,2783346,2020-02-12 14:26:42,
true,2849759,2020-01-14 01:53:27,
true,2866523,2020-01-15 14:52:11,
true,2797970,2020-01-10 09:20:23,
true,2881761,,
true,2894250,2020-01-17 17:28:49,2020-01-18 03:30:43
true,2798443,,
true,2908219,2020-01-19 03:34:32,
true,2870102,2020-01-15 20:23:32,2020-01-17 15:22:59
true,2817942,,
true,2845670,,
true,2868636,,
true,2906699,2020-01-19 00:05:47,2020-01-19 00:12:31
true,2846578,2020-01-13 20:02:21,2020-02-14 21:02:47
true,2854301,2020-01-14 14:30:08,
true,2813656,2020-01-11 14:07:43,2020-01-16 20:19:20
true,2896643,,
true,2838298,,
true,2803892,2020-01-10 18:54:54,
true,2829657,,
true,2870774,2020-01-15 21:20:15,
true,2790911,2020-01-09 23:01:29,
true,2917415,,
true,2846670,,
true,2787252,2020-01-09 18:41:59,2020-02-25 01:18:39
true,2895748,,
true,2858443,,
true,2911376,,
true,2813325,2020-01-11 13:27:13,
true,2892541,,
true,2802018,2020-01-10 18:12:04,
true,2865105,,
true,2888544,,
true,2823111,,
true,2801227,,
true,2826331,,
false,2812601,2020-01-11 10:27:16,2020-01-11 10:33:59
true,2827518,,
true,2903483,2020-01-18 17:40:31,
false,2788836,,
true,2882795,,
true,2830764,,
true,2867537,,
false,2900771,,
true,2872571,,
true,2873509,,
true,2790586,2020-01-09 22:32:40,
true,2799838,,
false,2871732,,
true,2846626,,
true,2877494,2020-01-16 07:20:12,
true,2846603,,
true,2782320,,
true,2820980,,
true,2926794,2020-01-20 19:34:50,2020-01-20 19:37:02
true,2832629,2020-01-12 20:32:05,
false,2899476,2020-01-18 04:43:59,
false,2867463,2020-01-15 16:16:57,
true,2900406,,
true,2897887,,
true,2848193,2020-01-13 22:40:13,
true,2877872,,
false,2792746,,
true,2813378,2020-01-11 13:33:30,2020-01-11 13:41:27
true,2843235,2020-01-13 15:25:52,
true,2868034,,
true,2908114,,
false,2832293,,
true,2803382,,
true,2813636,,
true,2875967,2020-01-16 04:39:14,2020-02-15 01:39:10
true,2897390,,
true,2863980,,
true,2817923,,
true,2819126,,
true,2894750,2020-01-17 18:05:28,
true,2869285,2020-01-15 18:54:15,
true,2835967,,
false,2836407,2020-01-13 01:22:31,
true,2793495,2020-01-10 01:45:30,
true,2765985,2020-01-08 15:44:34,2020-02-04 02:43:58
true,2812027,,
true,2826591,,
true,2912704,,
true,2843901,,
true,2865033,2020-01-15 10:28:37,
true,2845883,,
true,2868485,,
true,2878040,,
false,2826180,,
true,2810049,,
true,2911572,,
true,2886591,,
true,2848226,,
true,2809751,,
true,2791029,,
true,2803143,,
true,2858253,,
true,2805564,,
true,2841604,,
true,2797323,2020-01-10 06:43:31,
true,2880899,,
true,2810565,2020-01-11 04:09:41,
true,2813204,,
true,2857705,,
true,2789014,2020-01-09 20:45:52,2020-01-09 20:56:54
true,2835444,,
true,2816900,2020-01-11 18:53:36,
true,2915818,2020-01-19 22:40:28,
false,2839326,2020-01-13 05:43:33,
true,2916823,,
true,2919129,,
true,2878896,,
false,2851157,2020-01-14 04:03:08,
true,2846736,,
true,2851085,,
true,2854375,2020-01-14 14:46:17,2020-02-20 08:54:20
true,2825073,,
true,2867883,,
true,2788262,,
true,2798758,2020-01-10 12:12:34,
true,2811822,2020-01-11 06:41:23,2020-01-17 06:05:28
true,2925347,,
true,2883602,,
true,2929220,,
false,2834710,2020-01-12 23:46:48,2020-01-14 01:10:29
true,2903619,2020-01-18 18:02:59,
true,2847674,,
true,2922720,,
true,2826890,,
true,2900727,2020-01-18 12:08:40,2020-01-21 12:38:56
true,2907377,2020-01-19 01:34:26,
true,2818760,2020-01-11 21:28:20,
false,2851403,2020-01-14 04:32:06,
true,2900388,,
true,2903644,,
true,2921974,2020-01-20 11:36:14,
true,2865376,,
true,2891574,2020-01-17 14:44:58,
true,2874081,2020-01-16 01:53:59,
true,2898086,,
true,2875402,2020-01-16 03:27:12,
true,2805638,,
true,2856970,2020-01-14 18:41:01,
true,2908796,2020-01-19 05:09:40,2020-02-21 05:53:06
true,2852359,2020-01-14 06:47:10,
true,2884050,,
true,2865290,,
true,2905895,,
true,2926853,,
false,2874501,,
true,2794167,,
true,2912847,,
false,2823440,,
true,2884640,,
true,2928405,,
true,2928297,2020-01-20 21:24:53,
true,2816645,,
true,2798484,2020-01-10 11:26:26,2020-01-10 11:35:39
false,2908658,,
true,2822641,2020-01-12 02:58:20,2020-02-03 22:34:42
true,2829748,2020-01-12 17:21:01,2020-01-16 13:45:40
false,2844247,2020-01-13 16:51:41,
true,2817429,2020-01-11 19:33:45,2020-02-14 17:18:46
true,2841861,,
true,2859921,,
true,2796581,,
true,2888026,,
true,2881302,,
true,2904278,,
true,2805388,2020-02-10 02:24:32,
true,2840578,,
true,2915171,2020-01-19 21:41:13,
true,2912566,,
true,2891272,,
true,2825954,2020-01-12 13:13:52,
true,2897548,2020-01-17 23:01:42,
true,2912101,2020-01-19 17:12:11,
true,2836977,,
true,2873799,2020-01-16 01:24:23,
true,2860884,2020-01-15 00:55:01,2020-02-20 13:42:00
true,2870662,2020-01-15 21:02:43,
true,2855340,,
true,2821375,2020-01-12 01:15:50,2020-02-15 17:44:46
true,2812514,,
true,2825924,,
true,2788873,,
true,2803219,,
true,2893189,,
true,2788408,2020-01-09 19:51:55,2020-01-13 23:42:30
true,2855535,2020-01-14 16:33:43,
true,2881749,2020-01-16 18:12:06,
true,2799935,,
true,2890282,,
true,2903935,,
false,2872536,,
false,2833768,2020-01-12 22:00:55,
true,2907330,2020-01-19 01:24:01,2020-01-19 01:38:36
true,2850248,2020-01-14 02:31:33,
true,2851039,,
true,2842699,,
true,2831031,,
true,2889257,,
true,2884201,,
true,2895813,,
true,2790897,,
true,2840058,,
true,2861729,,
true,2898087,,
true,2834409,2020-01-12 22:46:49,2020-01-13 03:03:59
true,2835098,2020-01-12 23:37:03,
true,2852275,,
true,2928697,2020-01-20 21:52:40,
true,2915052,,
false,2818585,2020-01-11 21:09:40,
true,2801512,2020-01-10 16:47:06,
true,2841790,2020-01-13 13:10:34,
true,2884180,,
true,2927833,,
false,2916914,2020-01-20 00:21:45,
true,2866924,,
true,2849783,,
true,2916340,2020-01-19 23:44:39,2020-02-25 01:21:39
true,2816556,,
true,2927514,,
true,2791950,2020-01-09 23:58:44,
true,2785265,,
true,2820550,,
true,2929279,,
true,2779150,,
true,2850193,,
true,2834607,,
true,2830035,,
true,2835452,2020-01-13 00:07:18,
true,2845255,,
false,2853080,,
true,2790725,2020-01-17 02:37:37,
true,2893579,,
false,2826132,,
true,2815611,,
true,2798597,2020-01-10 11:48:36,
true,2832469,2020-01-12 21:51:00,2020-01-25 19:23:48
true,2824752,,
true,2875847,2020-01-16 04:25:14,
false,2883448,,
true,2823125,2020-01-12 03:39:43,
true,2817924,,
true,2899157,2020-01-18 03:37:09,
true,2817578,,
true,2898194,,
false,2903533,2020-02-10 21:52:25,
true,2823107,,
true,2812797,,
true,2827695,,
true,2876734,,
true,2888845,,
true,2878970,2020-01-16 13:35:01,
true,2787568,,
true,2800119,2020-01-10 16:45:24,2020-02-04 19:33:45
true,2806256,2020-01-10 22:04:45,
true,2913406,2020-01-19 18:46:43,
true,2883541,2020-01-16 20:46:55,
true,2895821,,
true,2892695,2020-01-17 15:41:39,2020-02-25 20:31:57
true,2912315,,
true,2804168,,
true,2767237,,
false,2920908,,
true,2927756,2020-01-20 20:42:27,
true,2832254,2020-01-12 20:07:16,
true,2877977,,
true,2797272,2020-01-10 06:34:57,
true,2874298,,
true,2921720,,
false,2916469,2020-01-19 23:46:23,
true,2909469,,
true,2861620,,
true,2894834,2020-01-17 18:12:18,2020-02-05 22:07:13
true,2904876,,
true,2929480,,
true,2909892,,
true,2873035,,
true,2826765,2020-01-12 14:08:53,
true,2869713,2020-01-15 19:33:10,2020-02-19 23:59:40
true,2860146,,
true,2900215,,
true,2848581,2020-01-13 23:26:07,
true,2900039,2020-01-18 15:15:46,2020-01-22 01:11:58
true,2825380,2020-01-12 09:05:01,
true,2819499,2020-01-11 22:34:20,
true,2900506,2020-01-18 11:09:32,2020-01-22 10:53:19
true,2837659,,
true,2892490,2020-01-17 15:37:41,2020-02-21 22:40:55
true,2799326,,
true,2859759,,
false,2805851,,
true,2840458,,
true,2909531,,
true,2881396,,
true,2787339,,
true,2853579,,
true,2926894,,
true,2891261,,
true,2836359,,
true,2814543,2020-01-11 15:37:27,
true,2923373,,
true,2861804,2020-01-15 02:18:18,2020-01-15 02:49:23
true,2854965,,
true,2861711,,
false,2873835,,
true,2828807,2020-01-12 16:25:22,
true,2876314,,
true,2896087,,
true,2802146,,
true,2919616,,
true,2924935,,
false,2863464,2020-01-15 04:54:31,
false,2829103,,
false,2806603,2020-01-10 22:28:26,
true,2846151,,
true,2803571,,
true,2920919,2020-01-20 06:28:45,
true,2820374,2020-01-11 23:59:59,2020-01-18 03:18:26
true,2824299,,
false,2920981,2020-01-20 06:49:55,
true,2898732,,
true,2887896,2020-01-17 03:39:44,
true,2882970,,
true,2852979,2020-01-14 10:03:48,
true,2799845,2020-01-10 14:17:54,
true,2866260,,
true,2797893,,
true,2831859,,
true,2881384,,
true,2851022,2020-01-14 03:55:11,
true,2911785,2020-01-19 16:24:48,2020-01-28 00:31:09
false,2920244,2020-01-20 04:59:44,
true,2861301,,
true,2878765,,
true,2764187,,
true,2890584,,
false,2822757,,
true,2919542,2020-01-20 03:50:00,
true,2904101,2020-01-18 18:55:00,
true,2912878,,
true,2854261,2020-01-14 14:33:14,
true,2888814,,
true,2884408,2020-01-31 18:08:02,
true,2834598,2020-01-12 23:04:28,
true,2927387,2020-01-20 20:26:18,
